ARREST_KEY,Latitude,Longitude
172402411,40.65418159,-73.91070932
172419060,40.80855768,-73.95235475
172402410,40.68979733,-73.97751865
172412972,40.80608515,-73.9414549
172428449,40.75251043,-73.82309171
172427373,40.6285156,-73.9413837
172420610,40.73388303,-74.00542831
172429445,40.75251043,-73.82309171
172429442,40.70744736,-73.79214177
172414649,40.80608515,-73.9414549
172407113,40.81039849,-73.92489531
172412987,40.80608515,-73.9414549
172407115,40.84413995,-73.90038862
172426156,40.70008745,-73.90659418
172385264,40.65849634,-73.90060815
172373867,40.76204389,-73.82732958
172369478,40.64502275,-74.07721685
172377987,40.67111083,-73.91356336
172380538,40.68874337,-73.94498708
172394432,40.69224167,-73.987301
172394450,40.61911384,-73.95831094
172394456,40.61911384,-73.95831094
172382977,40.72696507,-73.95311663
172380556,40.7450003,-73.87012832
172366725,40.82338729,-73.87017045
172394322,40.61911384,-73.95831094
172394457,40.61911384,-73.95831094
172391677,40.67141166,-73.88151172
172394314,40.81039849,-73.92489531
172394315,40.86526243,-73.89641617
172394554,40.84667457,-73.90513777
172383015,40.81152201,-73.94060118
172394565,40.61911384,-73.95831094
172394453,40.61911384,-73.95831094
172366726,40.6020707,-74.00269151
172385276,40.75992358,-73.96778129
172394445,40.70629037,-73.95035033
172394434,40.61911384,-73.95831094
172377988,40.67111083,-73.91356336
172390440,40.66813686,-73.93674924
172392772,40.60913892,-73.95740598
172335569,40.76204389,-73.82732958
172352346,40.85580274,-73.84390995
172329266,40.7373842,-73.82496498
172329270,40.7373842,-73.82496498
172319796,40.76956124,-73.91536345
172354261,40.69174638,-73.91400179
172319761,40.86940749,-73.87999831
172350738,40.61801928,-73.96004419
172329247,40.67111083,-73.91356336
172338390,40.78934789,-73.94735241
172348781,40.82338729,-73.87017045
172350743,40.82355605,-73.95538629
172348809,40.61562841,-73.95958458
172354258,40.69174638,-73.91400179
172341667,40.67459999,-73.93057482
172319803,40.72279798,-73.85195636
172321563,40.78934789,-73.94735241
172321582,40.61903772,-74.0687291
172341633,40.81608766,-73.89582435
172331159,40.83547381,-73.85531221
172377972,40.82338729,-73.87017045
172319762,40.84413995,-73.90038862
172325287,40.61903772,-74.0687291
172353954,40.74283379,-73.99842802
172338395,40.68004873,-73.77590919
172338399,40.72906475,-73.81102013
172354255,40.69174638,-73.91400179
172354155,40.65372836,-73.73556111
172354130,40.67111083,-73.91356336
172354160,40.65372836,-73.73556111
172348835,40.82355605,-73.95538629
172377971,40.82338729,-73.87017045
172338365,40.67505484,-73.9388697
172350734,40.59406298,-73.96086869
172338393,40.72629309,-73.73476085
172319802,40.7450003,-73.87012832
172333142,40.83547381,-73.85531221
172290986,40.82338729,-73.87017045
172310288,40.78489095,-73.94264713
172310062,40.82867546,-73.94398972
172310055,40.72039542,-74.00104403
172293442,40.63068216,-73.97355397
172296302,40.82338729,-73.87017045
172282150,40.59406298,-73.96086869
172282185,40.7373842,-73.82496498
172286092,40.86940749,-73.87999831
172310284,40.78489095,-73.94264713
172296352,40.70744736,-73.79214177
172282135,40.81039849,-73.92489531
172284132,40.86940749,-73.87999831
172306475,40.82867546,-73.94398972
172284134,40.84477935,-73.89713479
172310039,40.70697521,-73.95370057
172304053,40.62322682,-74.14922697
172271538,40.82721564,-73.87980702
172286083,40.86940749,-73.87999831
172308244,40.72323076,-73.99921136
172286090,40.86940749,-73.87999831
172306463,40.66416202,-73.94681682
172306473,40.72323076,-73.99921136
172277242,40.64886713,-73.9508219
172284125,40.81874052,-73.91425316
172275654,40.69536745,-73.98324343
172284173,40.76204389,-73.82732958
172308249,40.82867546,-73.94398972
172308246,40.82867546,-73.94398972
172310030,40.88733282,-73.84725001
172310059,40.72323076,-73.99921136
172310185,40.80855768,-73.95235475
172310054,40.72323076,-73.99921136
172293457,40.78934789,-73.94735241
172284153,40.73357547,-73.99195501
172286106,40.67111083,-73.91356336
172290987,40.82547196,-73.89294074
172288387,40.80088089,-73.94095381
172286128,40.76204389,-73.82732958
172282180,40.68004873,-73.77590919
172277228,40.82338729,-73.87017045
172296292,40.83544032,-73.92339984
172286091,40.86940749,-73.87999831
172282151,40.64886713,-73.9508219
172290984,40.83079891,-73.8269488
172233680,40.84405815,-73.94114318
172266890,40.70606678,-73.87592814
172247889,40.82338729,-73.87017045
172248083,40.7450003,-73.87012832
172247938,40.72696507,-73.95311663
172263911,40.72696507,-73.95311663
172254900,40.81485289,-73.95631335
172247981,40.73357547,-73.99195501
172247980,40.73357547,-73.99195501
172247979,40.73357547,-73.99195501
172252953,40.57790407,-73.96010059
172252978,40.73357547,-73.99195501
172265344,40.70606678,-73.87592814
172254892,40.70629037,-73.95035033
172254891,40.6759764,-73.96302338
172247984,40.73357547,-73.99195501
172247933,40.63068216,-73.97355397
172233678,40.84405815,-73.94114318
172260054,40.6759764,-73.96302338
172233907,40.84405815,-73.94114318
172265329,40.66416202,-73.94681682
172265347,40.70451983,-73.8934704
172252970,40.73357547,-73.99195501
172247901,40.82338729,-73.87017045
172247903,40.82338729,-73.87017045
172252979,40.73357547,-73.99195501
172247963,40.57647615,-73.96677544
172247997,40.73357547,-73.99195501
172254889,40.6759764,-73.96302338
172265452,40.70606678,-73.87592814
172250674,40.76204389,-73.82732958
172248071,40.75061297,-73.9394428
172248069,40.76015719,-73.76742396
172247902,40.82338729,-73.87017045
172254886,40.7063982,-73.95935282
172209461,40.83670777,-73.86335761
172217910,40.76539748,-73.98570226
172219015,40.82075054,-73.84843255
172225049,40.72629309,-73.73476085
172212242,40.57758742,-73.97633607
172224027,40.82338729,-73.87017045
172209460,40.83670777,-73.86335761
172215713,40.82338729,-73.87017045
172201898,40.86764935,-73.90157184
172195086,40.70744736,-73.79214177
172179613,40.67141166,-73.88151172
172196721,40.76204389,-73.82732958
172204985,40.79213687,-73.97177441
172179611,40.67141166,-73.88151172
172208782,40.87059946,-73.87055193
172196716,40.76204389,-73.82732958
172187141,40.81039849,-73.92489531
172190785,40.82139272,-73.95414124
172204907,40.87059946,-73.87055193
172204963,40.87059946,-73.87055193
172203587,40.69060455,-73.95161327
172204974,40.64927798,-74.0096666
172184482,40.67028746,-73.92541356
172196719,40.76204389,-73.82732958
172204825,40.69899562,-73.75423589
172204654,40.69899562,-73.75423589
172190755,40.85580274,-73.84390995
172158222,40.8535874,-73.90059136
172179393,40.6759764,-73.96302338
172173957,40.70196663,-73.92388861
172160123,40.81608766,-73.89582435
172179515,40.73837495,-73.88615591
172155146,40.75346408,-73.99439974
172179417,40.70148566,-73.80790652
172179517,40.73837495,-73.88615591
172179416,40.75659468,-73.87560302
172173955,40.70196663,-73.92388861
172161403,40.70269956,-73.99069281
172173946,40.81772811,-73.90429388
172173934,40.81950579,-73.90321467
172167856,40.76204389,-73.82732958
172167842,40.66295458,-73.95378519
172167832,40.59423893,-73.93684084
172167838,40.66295458,-73.95378519
172166237,40.74283379,-73.99842802
172164501,40.81592955,-73.94516736
172166222,40.59423893,-73.93684084
172162917,40.88733282,-73.84725001
172160156,40.74296235,-73.95527425
172153872,40.6214156,-74.08007851
172162925,40.67459999,-73.93057482
172153850,40.86940749,-73.87999831
172166243,40.74283379,-73.99842802
172166246,40.70451983,-73.8934704
172178072,40.66451517,-73.90658992
172144239,40.86122247,-73.86020179
172167851,40.76204389,-73.82732958
172167848,40.74283379,-73.99842802
172167852,40.76204389,-73.82732958
172153857,40.6285156,-73.9413837
172166235,40.59423893,-73.93684084
172167854,40.76204389,-73.82732958
172124341,40.72629309,-73.73476085
172116390,40.81608766,-73.89582435
172139887,40.74283379,-73.99842802
172138615,40.67339491,-73.77567199
172134387,40.76539748,-73.98570226
172132419,40.81039849,-73.92489531
172119629,40.65799307,-74.00069345
172142666,40.85580274,-73.84390995
172141359,40.85580274,-73.84390995
172141355,40.85580274,-73.84390995
172122308,40.72696507,-73.95311663
172126271,40.76539748,-73.98570226
172116415,40.78934789,-73.94735241
172134373,40.66531873,-73.8902997
172132457,40.70510111,-73.78349291
172144698,40.6780822,-73.84928677
172144248,40.65163126,-73.95111538
172128190,40.81039849,-73.92489531
172134369,40.66531873,-73.8902997
172126244,40.81039849,-73.92489531
172128193,40.81039849,-73.92489531
172138568,40.8627726,-73.90554864
172141368,40.65799307,-74.00069345
172122326,40.73357547,-73.99195501
172126274,40.76539748,-73.98570226
172111764,40.69830237,-73.93758255
172111934,40.84922524,-73.9208068
172141370,40.65799307,-74.00069345
172130326,40.79259156,-73.94603166
172091435,40.82338729,-73.87017045
172079346,40.76204389,-73.82732958
172103729,40.66441639,-73.89102209
172105500,40.70697881,-74.00712133
172105453,40.81039849,-73.92489531
172082745,40.83079891,-73.8269488
172102329,40.84413995,-73.90038862
172079303,40.83778162,-73.91945797
172089003,40.82547196,-73.89294074
172071277,40.74861699,-74.0004201
172073308,40.73708228,-73.9829623
172075242,40.70744736,-73.79214177
172106056,40.66115586,-73.94548921
172080972,40.73708228,-73.9829623
172093601,40.67141166,-73.88151172
172089042,40.75346408,-73.99439974
172089029,40.75349008,-73.98088995
172100588,40.84962829,-73.88729566
172082769,40.73708228,-73.9829623
172091463,40.57758742,-73.97633607
172089031,40.74283379,-73.99842802
172105473,40.75144318,-73.97103371
172106060,40.70098072,-73.93659546
172089047,40.75346408,-73.99439974
172082746,40.82338729,-73.87017045
172071279,40.74861699,-74.0004201
172071265,40.89390183,-73.85879478
172071703,40.74861699,-74.0004201
172102330,40.84962829,-73.88729566
172076370,40.68004873,-73.77590919
172082772,40.72955609,-73.98243023
172076367,40.67296053,-73.84318788
172079327,40.73357547,-73.99195501
172099013,40.76956124,-73.91536345
172100585,40.84962829,-73.88729566
172103742,40.72394926,-73.98796961
172107659,40.66115586,-73.94548921
172073309,40.74861699,-74.0004201
172098958,40.82338729,-73.87017045
172082767,40.73708228,-73.9829623
172067947,40.89390183,-73.85879478
172100628,40.74283379,-73.99842802
172079295,40.8535874,-73.90059136
172031525,40.75450856,-73.87807214
172048724,40.70175228,-73.92351017
172041403,40.8535874,-73.90059136
172043462,40.66974476,-73.93103408
172045993,40.64870677,-73.90513094
172057032,40.83854491,-73.84458289
172041420,40.67901206,-73.86421791
172060537,40.63409507,-73.967298
172039004,40.69843969,-73.83112954
172060549,40.79704576,-73.9298223
172064959,40.57916263,-74.00037223
172058832,40.84029557,-73.84423546
172062854,40.81841398,-73.90727713
172038956,40.81608766,-73.89582435
172034885,40.8535874,-73.90059136
172062883,40.79819332,-73.96735103
172048725,40.6786288,-73.95086846
172034882,40.83778162,-73.91945797
172060539,40.63409507,-73.967298
172082775,40.71195209,-73.98985468
172060543,40.63409507,-73.967298
172065000,40.57916263,-74.00037223
172051296,40.67111083,-73.91356336
172062855,40.80821505,-73.90784041
172038971,40.67141166,-73.88151172
172045988,40.67111083,-73.91356336
172045990,40.64870677,-73.90513094
172119616,40.84029557,-73.84423546
172008792,40.66975651,-73.98747831
172004626,40.72906475,-73.81102013
172004639,40.76204389,-73.82732958
172004624,40.72906475,-73.81102013
172004440,40.88733282,-73.84725001
172004580,40.80088089,-73.94095381
